ID;Geslacht;Herkomstgroepering;Immigratiemotief;Immigrantencohort;Woongemeente;Perioden;AantalAllochtoneImmigrantenTotaal_1;PersonenMetWerkOfUitkeringTotaal_2;WerkzamePersonen_3;PersonenMetEenUitkering_4
25;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 1999;Almere;2000, vrijdag 29 september;0.8;62.6;53.9;11.2
26;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 1999;Almere;2001, vrijdag 28 september;0.9;71.1;60.3;12.4
27;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 1999;Almere;2002, vrijdag 27 september;0.9;73.2;61.0;13.8
28;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 1999;Almere;2003, vrijdag 26 september;1.0;75.6;60.7;17.9
29;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 1999;Almere;2004, vrijdag 24 september;1.0;76.5;58.7;20.7
30;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 1999;Almere;2005, vrijdag 30 september;1.0;78.8;59.0;23.0
31;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 1999;Almere;2006, vrijdag 29 september;1.0;81.5;64.6;22.3
32;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 1999;Alphen aan den Rijn;1999, vrijdag 24 september;0.3;46.2;37.7;10.6
33;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 1999;Alphen aan den Rijn;2000, vrijdag 29 september;0.2;59.6;48.2;13.9
34;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 1999;Alphen aan den Rijn;2001, vrijdag 28 september;0.2;68.1;53.2;16.6
35;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 1999;Alphen aan den Rijn;2002, vrijdag 27 september;0.2;76.7;58.3;22.4
36;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 1999;Alphen aan den Rijn;2003, vrijdag 26 september;0.2;79.3;57.1;24.9
37;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 1999;Alphen aan den Rijn;2004, vrijdag 24 september;0.2;81.6;60.8;24.1
38;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 1999;Alphen aan den Rijn;2005, vrijdag 30 september;0.2;77.8;55.6;25.8
39;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 1999;Alphen aan den Rijn;2006, vrijdag 29 september;0.2;83.5;61.2;28.2
40;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 1999;Amersfoort;1999, vrijdag 24 september;0.6;46.7;33.8;15.3
41;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 1999;Amersfoort;2000, vrijdag 29 september;0.6;60.4;46.0;17.3
42;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 1999;Amersfoort;2001, vrijdag 28 september;0.6;65.3;48.7;19.0
43;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 1999;Amersfoort;2002, vrijdag 27 september;0.6;71.4;54.4;19.4
44;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 1999;Amersfoort;2003, vrijdag 26 september;0.5;74.3;54.5;23.7
45;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 1999;Amersfoort;2004, vrijdag 24 september;0.5;75.7;50.7;29.7
46;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 1999;Amersfoort;2005, vrijdag 30 september;0.5;79.8;54.3;29.7
47;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 1999;Amersfoort;2006, vrijdag 29 september;0.5;80.8;59.0;25.6
48;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 1999;Amstelveen;1999, vrijdag 24 september;0.9;47.1;44.1;3.7
49;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 1999;Amstelveen;2000, vrijdag 29 september;0.8;55.9;52.3;4.0
50;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 1999;Amstelveen;2001, vrijdag 28 september;0.7;59.4;54.7;6.1
51;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 1999;Amstelveen;2002, vrijdag 27 september;0.6;61.5;56.4;5.5
52;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 1999;Amstelveen;2003, vrijdag 26 september;0.5;62.8;56.4;7.6
53;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 1999;Amstelveen;2004, vrijdag 24 september;0.4;62.9;55.7;8.8
54;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 1999;Amstelveen;2005, vrijdag 30 september;0.4;69.6;61.3;9.7
55;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 1999;Amstelveen;2006, vrijdag 29 september;0.3;74.3;64.8;10.7
56;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 1999;Amsterdam;1999, vrijdag 24 september;9.9;49.0;41.9;8.8
57;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 1999;Amsterdam;2000, vrijdag 29 september;8.9;59.3;49.7;11.8
58;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 1999;Amsterdam;2001, vrijdag 28 september;8.0;62.2;51.2;13.3
59;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 1999;Amsterdam;2002, vrijdag 27 september;7.3;63.8;51.8;14.4
60;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 1999;Amsterdam;2003, vrijdag 26 september;6.8;65.6;51.0;16.9
61;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 1999;Amsterdam;2004, vrijdag 24 september;6.4;65.9;49.8;18.8
62;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 1999;Amsterdam;2005, vrijdag 30 september;6.0;67.2;50.4;19.1
63;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 1999;Amsterdam;2006, vrijdag 29 september;5.5;71.8;54.4;20.8
64;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 1999;Apeldoorn;1999, vrijdag 24 september;0.4;44.7;27.9;18.2
65;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 1999;Apeldoorn;2000, vrijdag 29 september;0.3;59.6;47.6;13.9
66;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 1999;Apeldoorn;2001, vrijdag 28 september;0.3;60.5;47.9;15.0
67;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 1999;Apeldoorn;2002, vrijdag 27 september;0.3;65.7;49.7;19.6
68;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 1999;Apeldoorn;2003, vrijdag 26 september;0.3;70.1;49.8;22.5
69;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 1999;Apeldoorn;2004, vrijdag 24 september;0.3;73.8;51.6;25.8
70;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 1999;Apeldoorn;2005, vrijdag 30 september;0.2;74.2;50.8;28.0
71;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 1999;Apeldoorn;2006, vrijdag 29 september;0.2;79.6;56.6;28.3
72;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 1999;Arnhem;1999, vrijdag 24 september;0.9;36.3;24.1;14.4
73;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 1999;Arnhem;2000, vrijdag 29 september;0.8;49.5;34.4;17.4
74;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 1999;Arnhem;2001, vrijdag 28 september;0.8;56.8;39.2;20.0
75;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 1999;Arnhem;2002, vrijdag 27 september;0.8;58.4;40.4;21.6
76;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 1999;Arnhem;2003, vrijdag 26 september;0.7;64.0;42.5;24.6
77;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 1999;Arnhem;2004, vrijdag 24 september;0.7;66.5;41.1;28.5
78;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 1999;Arnhem;2005, vrijdag 30 september;0.7;68.6;43.0;28.8
79;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 1999;Arnhem;2006, vrijdag 29 september;0.6;74.3;49.5;29.7
80;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 1999;Assen;1999, vrijdag 24 september;0.2;37.5;27.2;12.1
81;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 1999;Assen;2000, vrijdag 29 september;0.2;44.9;31.2;15.1
82;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 1999;Assen;2001, vrijdag 28 september;0.2;57.4;38.1;20.3
83;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 1999;Assen;2002, vrijdag 27 september;0.2;59.8;42.0;20.7
84;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 1999;Assen;2003, vrijdag 26 september;0.2;67.5;47.4;24.0
85;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 1999;Assen;2004, vrijdag 24 september;0.1;69.1;41.9;30.9
86;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 1999;Assen;2005, vrijdag 30 september;0.1;73.2;39.8;38.2
87;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 1999;Assen;2006, vrijdag 29 september;0.1;72.0;43.2;34.7
88;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 1999;Barneveld;1999, vrijdag 24 september;0.1;19.8;18.1;
89;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 1999;Barneveld;2000, vrijdag 29 september;0.1;25.5;20.6;
90;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 1999;Barneveld;2001, vrijdag 28 september;0.1;58.5;52.8;
91;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 1999;Barneveld;2002, vrijdag 27 september;0.1;63.5;51.9;
92;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 1999;Barneveld;2003, vrijdag 26 september;0.1;56.9;37.3;19.6
93;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 1999;Barneveld;2004, vrijdag 24 september;0.0;;;
94;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 1999;Barneveld;2005, vrijdag 30 september;0.0;;;
95;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 1999;Barneveld;2006, vrijdag 29 september;0.0;;;
96;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 1999;Bergen op Zoom;1999, vrijdag 24 september;0.3;49.8;40.9;11.8
97;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 1999;Bergen op Zoom;2000, vrijdag 29 september;0.3;56.0;45.8;12.4
98;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 1999;Bergen op Zoom;2001, vrijdag 28 september;0.3;59.0;48.7;12.9
99;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 1999;Bergen op Zoom;2002, vrijdag 27 september;0.2;58.9;47.0;13.6
100;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 1999;Bergen op Zoom;2003, vrijdag 26 september;0.2;61.5;44.3;21.7
101;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 1999;Bergen op Zoom;2004, vrijdag 24 september;0.2;61.8;40.2;24.0
102;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 1999;Bergen op Zoom;2005, vrijdag 30 september;0.2;59.9;41.8;22.0
103;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 1999;Bergen op Zoom;2006, vrijdag 29 september;0.2;69.2;49.1;24.9
104;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 1999;Breda;1999, vrijdag 24 september;0.9;40.3;35.0;6.1
105;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 1999;Breda;2000, vrijdag 29 september;0.8;54.3;46.2;10.1
106;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 1999;Breda;2001, vrijdag 28 september;0.7;61.7;48.8;16.1
107;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 1999;Breda;2002, vrijdag 27 september;0.6;67.7;53.9;17.2
108;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 1999;Breda;2003, vrijdag 26 september;0.6;69.6;51.2;21.3
109;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 1999;Breda;2004, vrijdag 24 september;0.6;68.5;48.4;24.0
110;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 1999;Breda;2005, vrijdag 30 september;0.5;72.5;50.9;24.9
111;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 1999;Breda;2006, vrijdag 29 september;0.5;77.6;56.0;26.4
112;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 1999;Capelle aan den IJssel;1999, vrijdag 24 september;0.3;43.5;29.9;16.9
113;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 1999;Capelle aan den IJssel;2000, vrijdag 29 september;0.3;55.6;40.7;17.4
114;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 1999;Capelle aan den IJssel;2001, vrijdag 28 september;0.3;63.6;47.0;18.9
115;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 1999;Capelle aan den IJssel;2002, vrijdag 27 september;0.3;69.7;51.9;18.9
116;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 1999;Capelle aan den IJssel;2003, vrijdag 26 september;0.2;74.2;53.6;22.2
117;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 1999;Capelle aan den IJssel;2004, vrijdag 24 september;0.3;80.2;51.3;31.2
118;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 1999;Capelle aan den IJssel;2005, vrijdag 30 september;0.3;80.7;53.9;29.1
119;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 1999;Capelle aan den IJssel;2006, vrijdag 29 september;0.2;82.2;56.0;29.0
120;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 1999;Delft;1999, vrijdag 24 september;1.3;29.8;24.5;5.8
121;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 1999;Delft;2000, vrijdag 29 september;1.1;39.9;31.9;9.0
122;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 1999;Delft;2001, vrijdag 28 september;1.0;41.2;32.5;9.7
123;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 1999;Delft;2002, vrijdag 27 september;0.8;53.7;41.0;13.5
124;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 1999;Delft;2003, vrijdag 26 september;0.7;61.1;45.1;17.5
125;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 1999;Delft;2004, vrijdag 24 september;0.6;61.8;43.0;20.8
126;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 1999;Delft;2005, vrijdag 30 september;0.6;63.5;44.7;21.5
127;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 1999;Delft;2006, vrijdag 29 september;0.6;66.4;45.6;23.8
128;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 1999;Deventer;1999, vrijdag 24 september;0.5;25.0;18.2;8.4
129;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 1999;Deventer;2000, vrijdag 29 september;0.4;43.9;34.2;13.6
130;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 1999;Deventer;2001, vrijdag 28 september;0.4;55.2;41.5;18.2
131;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 1999;Deventer;2002, vrijdag 27 september;0.4;61.1;47.8;17.4
132;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 1999;Deventer;2003, vrijdag 26 september;0.4;66.8;48.3;21.7
133;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 1999;Deventer;2004, vrijdag 24 september;0.3;68.2;43.5;28.2
134;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 1999;Deventer;2005, vrijdag 30 september;0.3;67.9;43.3;28.5
135;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 1999;Deventer;2006, vrijdag 29 september;0.3;70.8;45.5;28.5
136;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 1999;Doetinchem;1999, vrijdag 24 september;0.1;28.2;21.8;8.1
137;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 1999;Doetinchem;2000, vrijdag 29 september;0.1;45.0;35.8;10.1
138;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 1999;Doetinchem;2001, vrijdag 28 september;0.1;51.4;41.0;12.4
139;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 1999;Doetinchem;2002, vrijdag 27 september;0.1;66.3;52.6;15.8
140;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 1999;Doetinchem;2003, vrijdag 26 september;0.1;67.4;50.5;23.2
141;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 1999;Doetinchem;2004, vrijdag 24 september;0.1;61.6;41.4;24.2
142;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 1999;Doetinchem;2005, vrijdag 30 september;0.1;69.4;45.9;25.5
143;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 1999;Doetinchem;2006, vrijdag 29 september;0.1;77.8;54.4;28.9
144;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 1999;Dordrecht;1999, vrijdag 24 september;0.8;51.8;22.7;32.8
145;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 1999;Dordrecht;2000, vrijdag 29 september;0.7;63.6;37.2;32.3
146;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 1999;Dordrecht;2001, vrijdag 28 september;0.7;68.9;42.3;30.6
147;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 1999;Dordrecht;2002, vrijdag 27 september;0.7;74.5;48.0;32.8
148;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 1999;Dordrecht;2003, vrijdag 26 september;0.6;75.9;45.5;33.8
149;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 1999;Dordrecht;2004, vrijdag 24 september;0.6;72.4;45.0;31.4
150;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 1999;Dordrecht;2005, vrijdag 30 september;0.6;73.8;45.6;32.4
151;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 1999;Dordrecht;2006, vrijdag 29 september;0.5;77.4;50.1;31.4
152;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 1999;Ede;1999, vrijdag 24 september;0.2;37.4;32.0;8.1
153;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 1999;Ede;2000, vrijdag 29 september;0.2;45.5;39.0;8.0
154;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 1999;Ede;2001, vrijdag 28 september;0.2;58.7;48.3;11.9
155;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 1999;Ede;2002, vrijdag 27 september;0.2;66.2;48.3;20.4
156;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 1999;Ede;2003, vrijdag 26 september;0.2;69.5;47.2;26.4
157;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 1999;Ede;2004, vrijdag 24 september;0.2;71.0;48.4;25.8
158;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 1999;Ede;2005, vrijdag 30 september;0.2;72.7;48.3;28.4
159;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 1999;Ede;2006, vrijdag 29 september;0.2;79.0;52.5;31.5
160;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 1999;Eindhoven;1999, vrijdag 24 september;1.6;46.3;42.4;5.1
161;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 1999;Eindhoven;2000, vrijdag 29 september;1.4;55.9;50.4;7.1
162;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 1999;Eindhoven;2001, vrijdag 28 september;1.3;59.8;51.6;9.9
163;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 1999;Eindhoven;2002, vrijdag 27 september;1.2;66.2;55.7;12.8
164;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 1999;Eindhoven;2003, vrijdag 26 september;1.1;69.5;55.7;15.8
